gene	p.alert	p.control	p.orient
SUPT20H	0.847269	0.782207	0.178361
SUPT3H	0.290029	0.924343	0.356614
SUPT4H1	0.975292	0.459312	0.314627
SUPT5H	0.845568	0.875697	0.766759
SUPT6H	0.726849	0.039644	0.288447
SUPT7L	0.641129	0.902913	0.242847
SUPV3L1	0.129943	0.051998	0.026453
SURF1	0.013214	0.055773	0.000409
SURF2	0.704729	0.44221	0.285172
SURF4	0.553769	0.646503	0.945423
SURF6	0.78127	0.473329	0.798192
SUSD1	0.000409	0.005406	2.6e-05
SUSD2	0.500978	0.006557	0.029712
SUSD3	0.000689	0.001715	3.4e-05
SUSD4	0.597144	0.102082	0.783092
SUSD5	0.000269	9.7e-05	2.4e-05
SUSD6	0.8199	0.257869	0.652897
SUV39H1	0.021016	0.014408	0.000277
SUV39H2	0.307544	0.39493	0.015313
SUZ12	0.570376	0.689532	0.470041
SUZ12P1	0.648993	0.562073	0.604653
SV2A	0.009639	0.021532	6.6e-05
SV2B	0.384265	0.313682	0.063057
SV2C	2.4e-05	6.1e-05	1.7e-05
SVBP	0.939185	0.214928	0.64872
SVEP1	0.596349	0.048186	0.22172
SVIP	0.181711	0.808451	0.157466
SVOP	0.002679	0.00931	3.3e-05
SWAP70	0.03954	0.630203	0.134574
SWI5	0.010502	0.008542	4.9e-05
SWSAP1	0.002791	0.00013	5.7e-05
SWT1	0.444071	0.643879	0.210524
SYAP1	0.118358	0.357812	0.493023
SYBU	0.041758	0.120711	7.7e-05
SYCE1	0.536843	0.166408	0.320893
SYCE1L	0.345966	0.981711	0.422001
SYCE3	0.083332	0.381549	0.006544
SYCN	0.853577	0.449192	0.397584
SYCP2	0.000229	0.005626	2.5e-05
SYCP2L	0.895032	0.880579	0.360782
SYDE1	0.451123	0.521435	0.524602
SYDE2	0.493315	0.535339	0.419124
SYF2	0.044861	0.480758	0.006753
SYK	0.025509	0.004243	0.00013
SYMPK	0.167324	0.818793	0.46634
SYN1	0.016785	0.007836	0.000707
SYN2	0.000607	0.016125	3e-05
SYN3	0.000129	3.2e-05	1.7e-05
SYNC	0.225117	0.955584	0.923602
SYNCRIP	0.027921	0.021204	0.026095
SYNDIG1	5.4e-05	2.4e-05	1.1e-05
SYNDIG1L	0.11654	0.989116	0.042955
SYNE1	0.009224	0.001519	3.6e-05
SYNE2	0.517701	0.932271	0.630209
SYNE3	0.786296	0.554901	0.624848
SYNE4	0.002797	0.042248	4.8e-05
SYNGAP1	0.196039	0.387272	0.347222
SYNGR1	0.419502	0.210742	0.971429
SYNGR2	0.375637	0.288249	0.438515
SYNGR3	0.176064	0.461233	0.01114
SYNGR4	0.372849	0.169182	0.206177
SYNJ1	0.058338	0.088392	0.026373
SYNJ2	0.427953	0.307719	0.679873
SYNJ2BP	0.718462	0.888755	0.306975
SYNM	0.253271	0.491894	0.008194
SYNPO	0.594988	0.614468	0.74721
SYNPO2	0.562029	0.592852	0.193099
SYNPO2L	0.639886	0.367499	0.455215
SYNPR	3.3e-05	5.6e-05	1.3e-05
SYNRG	0.253212	0.22943	0.065928
SYP	0.527214	0.10215	0.051568
SYPL1	0.587697	0.373325	0.606457
SYPL2	0.317833	0.734461	0.104756
SYS1	0.268978	0.282284	0.039872
SYT1	0.508704	0.580659	0.178431
SYT10	1.8e-05	3e-05	8e-06
SYT11	0.175309	0.323124	0.027668
SYT12	6.5e-05	0.051516	3.6e-05
SYT13	0.664765	0.801236	0.724623
SYT14	0.537486	0.49773	0.418821
SYT15	0.001308	0.020183	0.000163
SYT16	0.580707	0.531728	0.482975
SYT17	5.5e-05	0.000106	2.4e-05
SYT2	4.7e-05	0.00014	2.2e-05
SYT3	9.9e-05	0.235376	0.000754
SYT4	0.030906	0.008415	0.00042
SYT5	0.242342	0.738973	0.048362
SYT6	0.198677	0.031567	0.021725
SYT7	0.351753	0.209021	0.255873
SYT9	0.017092	0.02191	0.000586
SYTL2	0.004063	0.047141	0.00765
SYTL3	0.42471	0.155954	0.01105
SYTL4	0.006346	0.298142	0.000132
SYTL5	0.039598	0.266939	0.007338
SYVN1	0.039797	0.289127	0.092816
SZRD1	0.305208	0.264178	0.213324
SZT2	0.00966	0.307194	4.4e-05
TAAR2	0.106615	0.432865	0.346706
TAAR5	0.987246	0.98628	0.811472
TAAR8	0.699433	0.676623	0.64942
TAB1	0.170621	0.286329	0.031586
TAB2	0.019696	0.063217	0.006462
TAB3	0.000601	0.011281	8.3e-05
TAC1	0.556378	0.717012	0.005501
TAC3	0.001167	0.000289	0.000894
TAC4	0.094703	0.745634	0.926589
TACC1	0.959823	0.19472	0.165976
TACC2	0.003365	0.02893	0.012378
TACC3	0.237968	0.927498	0.364014
TACO1	0.501156	0.919049	0.902377
TACR2	0.847069	0.088397	0.952838
TADA1	0.027733	0.014299	0.078774
TADA2A	0.56862	0.208566	0.057887
TADA2B	0.000112	0.000409	1.9e-05
TADA3	0.038239	0.00316	0.000366
TAF1	0.16046	0.043384	0.023487
TAF10	0.000379	0.000464	2.9e-05
TAF11	0.234475	0.421216	0.031205
TAF12	0.002102	0.00019	0.000301
TAF13	0.006846	0.002222	0.000773
TAF15	0.718221	0.0378	0.033171
TAF1A	0.261474	0.814976	0.055513
TAF1B	0.807084	0.183604	0.519788
TAF1C	0.352726	0.471093	0.068184
TAF1D	0.013477	0.004946	6.4e-05
TAF1L	0.444674	0.654737	0.459793
TAF2	0.166695	0.00114	8.4e-05
TAF3	0.001277	0.010608	0.000138
TAF4	0.899142	0.760115	0.913202
TAF4B	0.013066	0.002525	3.8e-05
TAF5	0.262401	0.091389	0.016502
TAF5L	0.55757	0.855217	0.709023
TAF6	0.248275	0.968996	0.251855
TAF6L	0.339618	0.899962	0.493789
TAF7	0.02213	0.597169	0.084968
TAF8	0.145683	0.137731	0.005012
TAF9	0.998243	0.38444	0.231872
TAF9B	0.00195	0.051898	5.1e-05
TAGLN	0.280057	0.135912	0.070715
TAGLN2	0.003049	0.000546	7.3e-05
TAGLN3	0.05341	0.256278	0.029414
TAL1	0.098812	0.420299	0.299228
TAL2	0.002972	0.001675	0.000271
TALDO1	0.849903	0.403918	0.968085
TAMM41	0.001307	0.034791	4.4e-05
TANC1	0.017093	0.100809	0.005446
TANC2	0.094802	0.397697	0.091119
TANGO2	0.005882	0.085193	0.000579
TANGO6	0.008977	0.041448	0.001836
TANK	0.332042	0.681881	0.330017
TAOK1	0.334355	0.186638	0.021322
TAOK2	0.494253	0.198786	0.204523
TAOK3	0.062958	0.599803	0.025093
TAP1	0.002359	0.208606	0.001514
TAP2	0.010808	0.223885	0.000822
TAPBP	0.061513	0.701391	0.174099
TAPBPL	0.378781	0.783451	0.527954
TAPT1	0.171095	0.77702	0.221047
TAPT1.AS1	0.023618	0.047981	0.001776
TARBP1	0.069007	0.788639	0.570278
TARBP2	0.037437	0.13935	0.034339
TARDBP	0.000367	0.000832	2.2e-05
TARM1	0.647132	0.703884	0.352769
TARS	0.000555	0.008817	0.000234
TARS2	0.026906	0.005592	0.047589
TARSL2	0.101131	0.114057	0.041098
TAS1R1	0.741821	0.517543	0.502255
TAS2R10	0.008467	0.078894	5.1e-05
TAS2R13	0.638843	0.825038	0.068174
TAS2R14	0.006923	0.016193	2.6e-05
TAS2R19	0.836687	0.325691	0.078988
TAS2R20	0.168968	0.665486	0.160364
TAS2R30	0.026318	0.142653	0.000324
TAS2R31	0.831724	0.860729	0.039073
TAS2R39	0.874439	0.279392	0.528474
TAS2R4	0.495419	0.673065	0.070352
TAS2R43	0.419884	0.37398	0.005326
TAS2R45	0.436364	0.417709	0.015168
TAS2R5	0.209911	0.421428	0.004557
TAS2R50	0.821368	0.991207	0.14022
TAS2R60	0.643356	0.125164	0.374498
TASP1	0.736162	0.263764	0.052451
TAT	0.348271	0.158424	0.117031
TATDN1	0.312868	0.661115	0.008171
TATDN2	0.290926	0.849813	0.739256
TATDN3	0.053102	0.428902	0.002435
TAX1BP1	0.418232	0.197678	0.587686
TAZ	0.09428	0.356641	0.003805
TBATA	0.512649	0.782164	0.267275
TBC1D1	0.001273	0.168782	0.000818
TBC1D10A	0.339304	0.322742	0.112298
TBC1D10B	0.857047	0.374294	0.414967
TBC1D10C	0.028161	0.092969	0.000159
TBC1D12	0.021569	0.037703	0.022985
TBC1D13	0.026726	0.031192	0.000236
TBC1D14	6.6e-05	0.00502	1.9e-05
TBC1D15	0.475751	0.83881	0.600301
TBC1D16	0.000223	0.001558	2.8e-05
TBC1D17	0.383511	0.814926	0.940725
TBC1D19	1.9e-05	7.9e-05	1e-05
TBC1D2	0.143623	0.312155	0.212939
TBC1D20	0.823562	0.711064	0.407212
TBC1D22A	0.208	0.427194	0.056864
TBC1D22B	0.595481	0.77852	0.816775
TBC1D23	0.493605	0.49678	0.822259
TBC1D24	0.000184	0.002056	2.4e-05
TBC1D25	0.966796	0.892639	0.567006
TBC1D26	2.1e-05	3.6e-05	1.5e-05
TBC1D27P	0.110424	0.15797	0.098916
TBC1D28	0.890506	0.682627	0.506649
TBC1D2B	0.766607	0.341028	0.96871
TBC1D30	0.001038	0.070856	7.9e-05
TBC1D31	0.874798	0.675794	0.530611
TBC1D32	0.267326	0.521538	0.838282
TBC1D3P2	0.362661	0.520113	0.172848
TBC1D3P5	0.226049	0.060699	0.008053
TBC1D4	0.000892	0.009466	2.8e-05
TBC1D5	0.431923	0.681741	0.779545
TBC1D8	0.003204	0.024574	0.000326
TBC1D8B	0.034211	0.466591	0.002726
TBC1D9	0.316846	0.361787	0.138952
TBC1D9B	0.334287	0.998575	0.645988
TBCA	0.001099	0.005479	2.6e-05
TBCB	0.009737	0.00722	6.5e-05
TBCC	0.007099	0.102058	0.001131
TBCCD1	0.274659	0.703985	0.570351
TBCD	0.599724	0.872098	0.235524
TBCE	4.3e-05	0.001572	2.3e-05
TBCEL	0.159999	0.425049	0.003932
TBCK	0.981048	0.077667	0.072434
TBK1	0.078374	0.00943	0.000384
TBKBP1	0.65147	0.715625	0.389112
TBL1X	0.537225	0.893414	0.763811
TBL1XR1	0.551037	0.012358	0.08051
TBL1Y	0.368064	0.12843	0.010583
TBL2	0.16284	0.019142	0.0014
TBL3	0.418261	0.056636	0.031717
TBP	0.157676	0.975458	0.390459
TBPL1	0.01309	0.020508	0.000254
TBR1	8.6e-05	0.000303	1.7e-05
TBRG1	0.013542	0.013998	0.004646
TBRG4	0.47835	0.888383	0.657606
TBX1	0.380209	0.418259	0.037843
TBX19	0.043917	0.006401	0.003014
TBX2	0.739412	0.267103	0.130905
TBX2.AS1	0.874587	0.425827	0.639898
TBX3	0.281847	0.920849	0.214134
TBX5	0.134256	0.79521	0.329212
TBXA2R	0.022819	0.000843	2.8e-05
TBXAS1	0.276432	0.06006	0.434205
TBXT	0.646527	0.592866	0.416257
TC2N	0.285756	0.762709	0.266454
TCAF1	0.228845	0.145283	0.124335
TCAIM	0.949142	0.404528	0.46894
TCAM1P	0.349773	0.63348	0.946374
TCAP	2.1e-05	5.8e-05	1.8e-05
TCEA1	0.174633	0.628102	0.048465
TCEA2	0.767146	0.864319	0.183426
TCEA3	4.5e-05	8.1e-05	2.2e-05
TCEAL1	0.31511	0.192911	0.084417
TCEAL2	0.852641	0.828986	0.762128
TCEAL3	0.860461	0.620172	0.967799
TCEAL4	0.150442	0.08539	0.00388
TCEAL5	0.362551	0.311495	0.105903
TCEAL6	0.917433	0.757406	0.976334
TCEAL7	0.348893	0.804545	0.360017
TCEAL8	0.410596	0.454955	0.349484
TCEAL9	0.008304	0.01949	7.4e-05
TCEANC	0.116365	0.119576	0.159189
TCEANC2	0.797098	0.838419	0.616937
TCERG1	0.137394	0.02374	0.000315
TCERG1L	0.904365	0.618391	0.046943
TCF12	0.154429	0.467013	0.115129
TCF15	0.743169	0.106673	0.080166
TCF20	0.035823	0.090807	0.056648
TCF23	0.143332	0.875765	0.254007
TCF25	0.916887	0.834921	0.389794
TCF3	0.278049	0.209169	0.09729
TCF4	0.638105	0.676563	0.77922
TCF7	0.78537	0.219728	0.176502
TCF7L1	0.000971	0.01172	5.2e-05
TCF7L2	0.00057	0.001721	3.8e-05
TCFL5	0.503723	0.715264	0.693623
TCHH	0.000953	0.003628	4.9e-05
TCHP	0.094912	0.345126	0.000329
TCIM	0.467004	0.247005	0.801848
TCIRG1	0.403476	0.508295	0.901975
TCL1B	0.999979	0.432824	0.498039
TCL6	0.973629	0.634511	0.778103
TCN2	0.250704	0.915163	0.433255
TCOF1	0.02944	0.438096	0.00318
TCP1	0.176952	0.726167	0.045062
TCP11L1	0.192509	0.887954	0.045048
TCP11L2	0.520749	0.889071	0.233686
TCTA	0.014587	0.025971	6.4e-05
TCTE1	0.064725	0.00914	0.000986
TCTE3	0.723224	0.352183	0.890503
TCTEX1D1	4.8e-05	5.1e-05	1.9e-05
TCTEX1D2	0.149416	0.058071	0.014719
TCTN1	0.000261	0.028098	2.3e-05
TCTN2	0.659708	0.548375	0.272625
TCTN3	0.058539	0.000925	0.014533
TDG	0.667243	0.374025	0.224084
TDP1	0.549454	0.940955	0.504106
TDP2	0.000168	0.009016	6.2e-05
TDRD1	0.000509	0.005327	2.7e-05
TDRD10	0.144828	0.716409	0.422049
TDRD3	0.055088	0.234821	0.004585
TDRD6	0.039822	0.083237	8.6e-05
TDRD7	0.698406	0.9674	0.857105
TDRD9	0.005736	0.003204	2.5e-05
TDRKH	0.008637	0.050936	4.9e-05
TDRP	0.806193	0.824221	0.677557
TEAD1	0.003848	0.0024	0.000143
TEAD3	0.155626	0.124928	0.022076
TECPR1	0.41341	0.261646	0.081962
TECPR2	0.000103	0.000672	2.9e-05
TECR	0.484778	0.084085	0.486264
TECTA	0.151943	0.545342	0.30169
TEDC1	0.253791	0.755149	0.739013
TEDC2	0.239986	0.505631	0.092889
TEF	0.934229	0.615734	0.362805
TEFM	0.445781	0.157403	0.0791
TEK	0.000669	0.000135	2.3e-05
TEKT2	9.6e-05	0.001058	1.9e-05
TEKT4	0.291911	0.101021	0.665131
TEKT5	0.521765	0.649136	0.494053
TELO2	0.323039	0.061852	0.087276
TENM1	0.000537	5.2e-05	2.1e-05
TENM2	0.648098	0.968702	0.054723
TENM3	1.1e-05	1.2e-05	8e-06
TENM4	0.00261	0.074886	4e-05
TEP1	0.127217	0.108964	0.076664
TEPSIN	0.099136	0.665348	0.003817
TERF1	6.4e-05	0.016723	4.8e-05
TERF2	0.035482	0.013465	0.020915
TERF2IP	0.738262	0.716489	0.937457
TERT	0.481193	0.707593	0.978379
TES	0.478963	0.832084	0.966668
TESC	2.6e-05	4.3e-05	2.5e-05
TESK1	0.941466	0.115056	0.274687
TESK2	0.366765	0.313239	0.164982
TESPA1	0.000496	0.023024	0.001655
TET1	0.078523	0.443983	0.008985
TET2	0.97254	0.48707	0.703253
TEX10	0.752375	0.014228	0.040964
TEX13B	0.246858	0.487518	0.960219
TEX2	0.907738	0.546284	0.74223
TEX26	0.60722	0.127081	0.000779
TEX261	0.185991	0.747336	0.324531
TEX264	0.00472	0.004234	0.001472
TEX29	0.003568	0.045155	0.005321
TEX30	0.390497	0.518608	0.005674
TEX44	0.914506	0.81289	0.653149
TEX47	0.596549	0.164014	0.038587
TEX9	0.001308	0.046975	0.000258
TF	0.126909	0.215281	0.328206
TFAM	4.4e-05	8.3e-05	2.3e-05
TFAP2C	0.021021	0.814219	0.013521
TFAP2E	0.723965	0.22737	0.439543
TFB1M	0.08151	0.025448	0.003406
TFB2M	0.003525	0.003738	4.5e-05
TFCP2	0.366586	0.661346	0.801644
TFDP1	0.410977	0.803363	0.100907
TFDP2	0.990917	0.136871	0.025822
TFE3	0.007704	0.279235	0.075213
TFEB	0.029829	0.14355	0.027508
TFEC	3.5e-05	0.013921	2e-05
TFF1	0.068783	0.454282	0.372593
TFF3	0.701595	0.806318	0.304302
TFG	0.008231	0.002359	0.000832
TFIP11	0.25341	0.245254	0.187725
TFPI	0.124133	0.449547	0.030146
TFPT	0.000113	0.001334	2.4e-05
TFR2	0.033288	0.224389	0.074187
TFRC	0.271263	0.026923	0.936489
TG	0.000243	0.000261	1.7e-05
TGDS	0.688818	0.211823	0.930627
TGFB2	0.052487	0.965674	0.020398
TGFB3	0.8042	0.572195	0.780325
TGFBI	0.002596	0.015075	3.5e-05
TGFBR1	0.028598	0.440585	0.001849
TGFBR2	0.562376	0.513635	0.178801
TGFBR3	0.721424	0.668869	0.39103
TGFBR3L	0.094413	0.030603	0.045067
TGFBRAP1	0.000322	0.011228	9.8e-05
TGIF1	0.207966	0.43564	0.47776
TGM1	0.067729	0.294621	0.006439
TGM2	0.180283	0.779585	0.309395
TGOLN2	0.879672	0.654578	0.921881
TGS1	0.048858	0.006579	0.004731
TH	0.156526	0.034494	0.043427
THADA	0.486322	0.76617	0.081926
THAP1	0.023752	0.172206	0.007627
THAP10	6.9e-05	0.000948	2.2e-05
THAP11	0.607515	0.696337	0.593449
THAP12	0.173971	0.092239	0.020036
THAP2	0.055633	0.28051	0.047271
THAP3	0.000159	0.000316	0.000269
THAP4	0.604095	0.221902	0.032603
THAP5	0.589339	0.98225	0.742695
THAP6	0.021568	0.00132	0.000166
THAP7	0.48951	0.500664	0.336959
THAP7.AS1	0.826494	0.459904	0.419016
THAP8	0.040674	0.0065	8.7e-05
THAP9	0.755642	0.729341	0.946278
THAP9.AS1	0.724839	0.463031	0.808798
THBD	0.002897	0.002809	2.6e-05
THBS1	0.641164	0.564483	0.776128
THBS2	0.39657	0.273971	0.240502
THBS3	0.113563	0.402472	0.005341
THBS4	0.005577	0.007615	2.9e-05
THEM4	0.003181	0.018289	0.002157
THEM6	0.045493	0.214453	0.016599
THEMIS	5.2e-05	0.00098	4.5e-05
THEMIS2	0.000202	0.011625	0.006007
THG1L	0.012476	0.021889	4.9e-05
THNSL1	0.260894	0.726976	0.991521
THNSL2	0.04663	0.070777	0.004489
THOC1	0.676144	0.442774	0.327172
THOC2	0.694564	0.430659	0.348699
THOC5	0.027183	0.035152	0.00137
THOC6	0.860432	0.132045	0.324692
THOC7	0.254848	0.631196	0.126037
THOP1	0.525858	0.285295	0.020957
THRA	0.000868	0.006488	1.8e-05
THRAP3	0.685896	0.281739	0.55861
THRB	0.090151	0.350932	0.05178
THSD1	0.213733	0.5743	0.427229
THSD4	0.036181	0.508301	0.000417
THSD7A	0.85282	0.787081	0.039201
THTPA	0.002909	0.022093	3.1e-05
THUMPD1	0.955222	0.743938	0.181694
THUMPD2	0.022673	0.029659	0.016787
THUMPD3	0.648422	0.149086	0.874937
THY1	0.986869	0.210811	0.121321
THYN1	0.605795	0.938853	0.712545
TIA1	0.213751	0.413964	0.00366
TIAL1	0.523598	0.268059	0.15954
TIAM1	0.221653	0.449567	0.000495
TIAM2	0.001498	0.022529	7.7e-05
TICAM1	0.000385	0.125518	0.000955
TIE1	0.574629	0.398565	0.689599
TIFA	2.3e-05	0.000573	1.6e-05
TIGAR	3.9e-05	0.000316	2.1e-05
TIGD1	0.852288	0.93807	0.170948
TIGD2	0.638435	0.639482	0.894984
TIGD3	5.5e-05	0.002297	2.8e-05
TIGD4	0.713767	0.690638	0.332504
TIGD5	0.871667	0.618951	0.128966
TIGD6	0.064035	0.566663	0.025272
TIGD7	0.318061	0.055503	0.015396
TIMELESS	0.031068	0.823916	0.068169
TIMM10	0.004375	0.006201	3.2e-05
TIMM10B	0.734924	0.051185	0.683135
TIMM13	0.008554	0.000892	4.4e-05
TIMM17A	0.93813	0.805521	0.745523
TIMM17B	0.055386	0.063907	0.003279
TIMM21	0.004189	0.053235	0.005905
TIMM22	0.080338	0.080854	0.096144
TIMM23	0.565226	0.873635	0.88906
TIMM23B	0.00213	0.010161	4.5e-05
TIMM29	0.017499	0.076647	0.022085
TIMM44	0.420136	0.673148	0.73628
TIMM50	0.485703	0.020476	0.001505
TIMM8A	0.337231	0.236136	0.411865
TIMM8B	0.000185	0.000361	2.5e-05
TIMM9	0.651098	0.557014	0.89106
TIMMDC1	0.192203	0.896749	0.442958
TIMP1	0.000145	6.9e-05	2.1e-05
TIMP2	0.00043	8.5e-05	2.7e-05
TIMP3	0.000272	0.005899	4.1e-05
TIMP4	0.032926	0.027066	3.7e-05
TINCR	8.2e-05	0.000276	1.1e-05
TINF2	0.048976	0.605663	0.055442
TIPARP	0.198731	0.742568	0.028262
TIPIN	0.979024	0.651467	0.353905
TIPRL	0.897274	0.507846	0.662638
TIRAP	0.141034	0.193823	0.328614
TJAP1	0.133808	0.224249	0.044851
TJP1	0.929325	0.897918	0.7117
TJP2	0.796637	0.713376	0.356628
TJP3	0.528374	0.425717	0.472241
TK1	0.219303	0.478688	0.201098
TK2	0.641137	0.592115	0.246989
TKFC	3.7e-05	0.002059	1.6e-05
TKT	0.002471	0.000246	0.000246
TKTL1	0.272535	0.627046	0.250063
TLCD1	0.004055	0.125583	0.000773
TLCD2	0.15543	0.133689	0.000171
TLDC1	0.160028	0.135924	0.000112
TLE1	0.589004	0.927847	0.72893
TLE2	0.006978	0.106555	0.001205
TLE3	0.354364	0.560895	0.852063
TLE4	0.978568	0.765399	0.904851
TLE6	0.429738	0.32885	0.521762
TLK1	0.586402	0.207769	0.021445
TLK2	0.215621	0.307415	0.817605
TLL1	0.000818	0.000591	7.2e-05
TLL2	0.551791	0.182783	0.009932
TLN1	0.79583	0.434401	0.910251
TLN2	0.019351	0.010024	0.000272
TLNRD1	0.147799	0.613203	0.403869
TLR1	0.056725	0.00261	0.003118
TLR2	0.09234	0.007062	0.001448
TLR3	0.092365	0.310562	0.001288
TLR4	0.003146	0.041086	0.000119
TLR5	0.509131	0.65403	0.456532
TLR6	0.844815	0.42475	0.061236
TLR9	0.456219	0.58214	0.200713
TLX1	0.84696	0.934009	0.712439
TLX1NB	0.26927	0.487447	0.620332
TLX2	0.009462	0.3614	0.002229
TLX3	0.663196	0.488011	0.632385
TM2D1	0.78104	0.589991	0.962353
TM2D2	0.306275	0.64714	0.288514
TM2D3	0.00021	0.001515	2.2e-05
TM4SF1	0.283807	0.737073	0.232367
TM4SF18	0.060479	0.015011	0.045589
TM6SF1	0.025546	0.037269	0.255389
TM6SF2	0.005909	0.132768	0.04064
TM7SF2	0.00846	0.006098	6.5e-05
TM7SF3	0.022657	0.000736	0.000827
TM9SF1	0.404139	0.529869	0.904959
TM9SF2	0.000295	0.016626	0.000932
TM9SF3	0.303632	0.587736	0.367514
TM9SF4	0.179751	0.684748	0.387957
TMA16	0.651566	0.399144	0.170761
TMA7	0.14066	0.312136	0.093944
TMBIM1	0.798923	0.551006	0.663234
TMBIM4	0.244623	0.789897	0.307863
TMBIM6	0.032743	0.397951	0.009626
TMC4	0.144704	0.020689	0.039016
TMC6	0.4219	0.557804	0.986751
TMC7	0.553997	0.544266	0.29021
TMC8	0.082468	0.030119	0.000459
TMCC1	0.065222	0.019954	0.004139
TMCC2	1.7e-05	0.001883	1.8e-05
TMCC3	0.332979	0.62509	0.451611
TMCO1	0.250526	0.084939	0.113333
TMCO3	0.405383	0.249235	0.076125
TMCO6	0.01353	0.592572	0.001193
TMED1	0.028914	0.004767	0.000171
TMED10	0.000109	0.010376	0.000146
TMED10P1	0.013491	0.385964	0.004118
TMED2	0.363638	0.76972	0.489923
TMED3	0.989054	0.412198	0.24384
TMED4	0.304317	0.732625	0.447183
TMED5	0.023172	0.246887	0.001144
TMED7	0.309259	0.785758	0.485437
TMED8	0.287477	0.021088	0.020291
TMED9	0.569487	0.499729	0.376607
TMEFF2	0.003368	0.017801	4.1e-05
TMEM100	0.010197	0.089361	0.006158
TMEM101	0.673566	0.58752	0.152038
TMEM104	0.286877	0.05483	0.003251
TMEM105	0.951487	0.739223	0.893135
TMEM106A	0.0053	0.021407	0.000162
TMEM106B	0.430567	0.88929	0.587992
TMEM106C	0.000688	0.010233	6.3e-05
TMEM107	0.000552	0.022959	6e-05
TMEM108	0.00015	0.000762	2.6e-05
TMEM109	0.26779	0.163839	0.026042
TMEM11	0.13825	0.639737	0.940323
TMEM114	0.240156	0.076536	0.075362
TMEM115	0.710509	0.010825	0.045617
TMEM116	0.00371	0.630181	0.008408
TMEM117	0.001297	0.008516	4.1e-05
TMEM119	0.922706	0.707298	0.790468
TMEM120A	0.031988	0.179351	6.3e-05
TMEM120B	0.190148	0.481138	0.025707
TMEM121	0.304392	0.027079	0.021047
TMEM121B	0.726947	0.426202	0.047698
TMEM123	0.577102	0.33769	0.859614
TMEM125	0.430112	0.692418	0.833261
TMEM126A	0.362826	0.97241	0.020554
TMEM126B	0.507092	0.578567	0.180845
TMEM127	0.000191	0.020845	4.2e-05
TMEM128	0.230019	0.517734	0.012454
TMEM129	0.687023	0.830796	0.890458
TMEM130	0.001382	0.001131	2.4e-05
TMEM131	0.315464	0.346691	0.036343
TMEM132A	0.000829	0.023821	0.00033
TMEM132B	0.547513	0.881006	0.933181
TMEM132C	5.7e-05	0.000129	3.6e-05
TMEM132D	0.772527	0.902462	0.943098
TMEM132E	0.029867	0.253117	7.1e-05
TMEM134	0.792423	0.951604	0.746936
TMEM135	0.791732	0.118134	0.418917
TMEM136	7e-05	0.001425	2.2e-05
TMEM138	0.660368	0.476759	0.477422
TMEM140	0.17287	0.701619	0.726217
TMEM141	0.610272	0.097232	0.000897
TMEM143	0.315172	0.283	0.609367
TMEM144	0.697886	0.507527	0.455318
TMEM145	0.194231	0.741848	0.023893
TMEM147	0.822776	0.088342	0.067168
TMEM14A	0.329111	0.53876	0.834006
TMEM14B	0.023171	0.243214	0.039131
TMEM14C	0.000524	0.001985	2.8e-05
TMEM150A	0.011248	0.308598	0.080869
TMEM150B	0.434046	0.78396	0.279372
TMEM150C	0.145324	0.749612	0.00123
TMEM151A	0.797886	0.201976	0.015585
TMEM151B	0.391788	0.115213	0.049435
TMEM155	0.003091	0.030716	0.03223
TMEM158	0.000188	0.000826	2e-05
TMEM159	3.5e-05	4.7e-05	1.8e-05
TMEM160	0.766851	0.402263	0.176187
TMEM161A	0.484574	0.103248	0.286438
TMEM161B	0.350079	0.861736	0.134071
TMEM161B.AS1	0.000275	0.040725	0.000282
TMEM163	0.001546	0.004366	0.000264
TMEM164	0.039187	0.314166	0.001336
TMEM165	0.983845	0.309998	0.620362
TMEM167A	0.860796	0.055978	0.914096
TMEM167B	0.91507	0.148469	0.360791
TMEM168	0.262302	0.320164	0.184792
TMEM169	0.002192	0.026037	0.009553
TMEM17	0.009104	0.014605	5.7e-05
TMEM170A	3.5e-05	0.000119	1.7e-05
TMEM170B	0.001452	0.002789	7.3e-05
TMEM171	0.034394	0.055366	0.021514
TMEM173	0.070115	0.65155	0.039743
TMEM174	0.076146	0.892526	0.614378
TMEM175	0.678011	0.424527	0.672702
TMEM176A	0.002379	0.003244	4.2e-05
TMEM176B	0.000253	0.009271	3e-05
TMEM177	0.22446	0.807467	0.613689
TMEM178A	0.058515	0.015093	0.000477
TMEM178B	0.006734	0.005009	0.001477
TMEM179	0.133509	0.600092	0.351988
TMEM179B	0.275518	0.39268	0.011608
TMEM18	0.002301	0.000792	4.5e-05
TMEM181	0.01026	0.000233	8.4e-05
TMEM182	0.451131	0.585714	0.007052
TMEM183A	0.012951	0.002204	0.017052
TMEM184B	0.039282	0.08462	0.000907
TMEM184C	0.004962	0.218097	0.038004
TMEM185A	0.05593	0.453764	0.754472
TMEM185B	0.547863	0.800915	0.054559
TMEM186	0.21024	0.529776	0.980439
TMEM187	0.178512	0.233539	0.002157
TMEM189	0.204088	0.682967	0.849896
TMEM19	0.961801	0.816928	0.244405
TMEM191A	0.081775	0.437546	0.810496
TMEM192	0.163668	0.240264	0.940811
TMEM196	0.000196	0.000163	2.6e-05
TMEM198	0.697106	0.414166	0.433009
TMEM198B	0.052991	0.024644	0.000917
TMEM199	0.195649	0.216377	0.026527
TMEM200A	0.000142	0.000363	1.6e-05
